name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
Elora Pavé Band,1530.0,https://www.rarecarat.com/wedding-ring/170-Elora-Pavé-Band/31666,Diamond,,SI1,G,0.42,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Radiant Cut Diamond Eternity Ring (8.0 ct. tw.),35100.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-Eternity-Ring-(8.0-ct.-tw.)/31651,Diamond,,SI1,G-H,8.16,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Charm Diamond Band,1670.0,https://www.rarecarat.com/wedding-ring/54-Charm-Diamond-Band/35957,Diamond,,VS1,G-H,0.42,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Jessica Twisted Pave Band,1840.0,https://www.rarecarat.com/wedding-ring/170-Jessica-Twisted-Pave-Band/24375,Diamond,,SI1,G,0.3,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Cushion Cut Diamond 7 Stone Ring (5.00 ct. tw.),27080.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-7-Stone-Ring-(5.00-ct.-tw.)/31583,Diamond,,SI1,G-H,5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond 5 Stone Ring (3.50 ct. tw.),19470.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-5-Stone-Ring-(3.50-ct.-tw.)/31182,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Round Diamond Eternity Band (5.60ct. tw.),21320.0,https://www.rarecarat.com/wedding-ring/55-Classic-Round-Diamond-Eternity-Band-(5.60ct.-tw.)/28856,Diamond,,SI1,G-H,5.6,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Princess Cut Diamond Eternity Ring (6.0 ct. tw.),19540.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-Eternity-Ring-(6.0-ct.-tw.)/31486,Diamond,,SI1,G-H,5.95,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond 7 Stone Ring (4.20 ct. tw.),20940.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-7-Stone-Ring-(4.20-ct.-tw.)/30064,Diamond,,VS1,G-H,4.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (6.0 ct. tw.),21280.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(6.0-ct.-tw.)/28220,Diamond,,SI1,G-H,6.02,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Curved Gallery Round Diamond Eternity Ring (6.50ct. tw.),21980.0,https://www.rarecarat.com/wedding-ring/55-Curved-Gallery-Round-Diamond-Eternity-Ring-(6.50ct.-tw.)/29338,Diamond,,SI1,G-H,6.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Round Diamond Eternity Band (6.50ct. tw.),26880.0,https://www.rarecarat.com/wedding-ring/55-Classic-Round-Diamond-Eternity-Band-(6.50ct.-tw.)/28870,Diamond,,SI1,G-H,6.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 5 Stone Ring (1.50 ct. tw.),5440.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-5-Stone-Ring-(1.50-ct.-tw.)/27657,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
East-West Emerald-Cut Diamond U-Prong Eternity Ring (3.50ct. tw.),11320.0,https://www.rarecarat.com/wedding-ring/55-East-West-Emerald-Cut-Diamond-U-Prong-Eternity-Ring-(3.50ct.-tw.)/34187,Diamond,,VS1,G-H,3.6,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
East-West Emerald-Cut Diamond U-Prong Eternity Ring (3.00ct. tw.),7190.0,https://www.rarecarat.com/wedding-ring/55-East-West-Emerald-Cut-Diamond-U-Prong-Eternity-Ring-(3.00ct.-tw.)/34161,Diamond,,VS1,G-H,2.7,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cache Curved Pave Band,1250.0,https://www.rarecarat.com/wedding-ring/54-Cache-Curved-Pave-Band/30218,Diamond,,VS1,G-H,0.42,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tamara Diamond V-Band,1730.0,https://www.rarecarat.com/wedding-ring/53-Tamara-Diamond-V-Band/25022,Diamond,,SI1,F-G,0.68,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Radiant Cut Diamond 5 Stone Ring (3.50 ct. tw.),18380.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-5-Stone-Ring-(3.50-ct.-tw.)/34298,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Rosa Spiral Pave Band,1680.0,https://www.rarecarat.com/wedding-ring/170-Rosa-Spiral-Pave-Band/21940,Diamond,,SI1,G,0.35,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Everlee Pave Band,1470.0,https://www.rarecarat.com/wedding-ring/170-Everlee-Pave-Band/20525,Diamond,,SI1,G,0.37,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Bailey Pave Band,1630.0,https://www.rarecarat.com/wedding-ring/170-Bailey-Pave-Band/22134,Diamond,,SI1,G,0.6,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
U-Prong Emerald-Cut Diamond Eternity Band (6.00ct. tw.),19880.0,https://www.rarecarat.com/wedding-ring/55-U-Prong-Emerald-Cut-Diamond-Eternity-Band-(6.00ct.-tw.)/34237,Diamond,,VS1,G-H,6.08,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald-Cut Diamond Scalloped Band (1.50 ct. tw.),4330.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Scalloped-Band-(1.50-ct.-tw.)/30805,Diamond,,VS1,G-H,1.56,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Asscher Cut Diamond 7 Stone Ring (1.00 ct. tw.),3400.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-7-Stone-Ring-(1.00-ct.-tw.)/27842,Diamond,,SI1,G-H,1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Channel-Set Diamond Eternity Band (.25ct. tw.),1290.0,https://www.rarecarat.com/wedding-ring/56-Channel-Set-Diamond-Eternity-Band-(.25ct.-tw.)/37318,Diamond,,SI1,G-H,0.26,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Diamond Eternity Band (.25ct. tw.),1290.0,https://www.rarecarat.com/wedding-ring/56-Classic-Diamond-Eternity-Band-(.25ct.-tw.)/37205,Diamond,,SI1,G-H,0.27,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Princess-Cut French Pavé Diamond Band (.50 ct. tw.),1370.0,https://www.rarecarat.com/wedding-ring/501-Princess-Cut-French-Pavé-Diamond-Band-(.50-ct.-tw.)/39008,Diamond,,SI2,H-I,0.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Emerald Cut Diamond 5 Stone Ring (1.00 ct. tw.),3720.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-5-Stone-Ring-(1.00-ct.-tw.)/27300,Diamond,,VS1,G-H,1.05,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Emerald-Cut Diamond Scalloped Band (1.40 ct. tw.),3990.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Scalloped-Band-(1.40-ct.-tw.)/30820,Diamond,,VS1,G-H,1.4,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Princess Cut Diamond 5 Stone Ring (2.00 ct. tw.),7620.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-5-Stone-Ring-(2.00-ct.-tw.)/28581,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
East-West Emerald-Cut Bezel Diamond Eternity Ring (2.10ct. tw.),5300.0,https://www.rarecarat.com/wedding-ring/55-East-West-Emerald-Cut-Bezel-Diamond-Eternity-Ring-(2.10ct.-tw.)/29417,Diamond,,SI1,G-H,2.1,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (2.0 ct. tw.),5030.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(2.0-ct.-tw.)/28225,Diamond,,SI1,G-H,2.16,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Carolina 5 Stone Anniversary Band,2180.0,https://www.rarecarat.com/wedding-ring/170-Carolina-5-Stone-Anniversary-Band/23205,Diamond,,SI1,G,0.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Princess Cut Diamond 5 Stone Ring (1.50 ct. tw.),4800.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-5-Stone-Ring-(1.50-ct.-tw.)/28615,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond 5 Stone Ring (1.50 ct. tw.),5630.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-5-Stone-Ring-(1.50-ct.-tw.)/27751,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Macie 5 Stone Shared Prong Anniversary Band,4150.0,https://www.rarecarat.com/wedding-ring/170-Macie-5-Stone-Shared-Prong-Anniversary-Band/23044,Diamond,,SI1,G,1.25,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Bonnie 7 Stone Diamond Band,5330.0,https://www.rarecarat.com/wedding-ring/170-Bonnie-7-Stone-Diamond-Band/23176,Diamond,,SI1,G,1.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Radiant Cut Diamond 5 Stone Ring (2.00 ct. tw.),8310.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-5-Stone-Ring-(2.00-ct.-tw.)/27982,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond Eternity Ring (3.0 ct. tw.),7020.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-Eternity-Ring-(3.0-ct.-tw.)/27719,Diamond,,SI1,G-H,2.9,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond 5 Stone Ring (2.00 ct. tw.),8390.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-5-Stone-Ring-(2.00-ct.-tw.)/28179,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Monroe 11 Stone Shared Prong Anniversary Band,8200.0,https://www.rarecarat.com/wedding-ring/170-Monroe-11-Stone-Shared-Prong-Anniversary-Band/23067,Diamond,,SI1,G,2.75,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
East-West Emerald-Cut Bezel Diamond Eternity Ring (3.00ct. tw.),10040.0,https://www.rarecarat.com/wedding-ring/55-East-West-Emerald-Cut-Bezel-Diamond-Eternity-Ring-(3.00ct.-tw.)/29476,Diamond,,SI1,G-H,3.12,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Princess Cut Diamond Eternity Ring (4.0 ct. tw.),10430.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-Eternity-Ring-(4.0-ct.-tw.)/28566,Diamond,,SI1,G-H,4,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Round Diamond Eternity Band (4.00ct. tw.),9220.0,https://www.rarecarat.com/wedding-ring/55-Classic-Round-Diamond-Eternity-Band-(4.00ct.-tw.)/28894,Diamond,,SI1,G-H,4,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Mylah 7 Stone Diamond Band,8000.0,https://www.rarecarat.com/wedding-ring/170-Mylah-7-Stone-Diamond-Band/23183,Diamond,,SI1,G,2.1,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Classic Five-Stone Round Diamond Band (1.50ct. tw.),4840.0,https://www.rarecarat.com/wedding-ring/55-Classic-Five-Stone-Round-Diamond-Band-(1.50ct.-tw.)/31283,Diamond,,SI1,G-H,1.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Princess Cut Diamond Eternity Ring (2.0 ct. tw.),4940.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-Eternity-Ring-(2.0-ct.-tw.)/28614,Diamond,,SI1,G-H,2.16,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond Eternity Ring (2.0 ct. tw.),5110.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-Eternity-Ring-(2.0-ct.-tw.)/27779,Diamond,,SI1,G-H,2.18,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Adley 7 Stone Diamond Band,6180.0,https://www.rarecarat.com/wedding-ring/170-Adley-7-Stone-Diamond-Band/23173,Diamond,,SI1,G,1.75,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Aurelia 7 Stone Shared Prong Anniversary Band,5540.0,https://www.rarecarat.com/wedding-ring/170-Aurelia-7-Stone-Shared-Prong-Anniversary-Band/23048,Diamond,,SI1,G,1.75,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Kendra Band,6110.0,https://www.rarecarat.com/wedding-ring/182-Kendra-Band/7426,Diamond,Round,SI1-SI2,G-H,1.87,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Mavi 7 Stone Diamond Band,5600.0,https://www.rarecarat.com/wedding-ring/170-Mavi-7-Stone-Diamond-Band/23143,Diamond,,SI1,G,1.75,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Emerald-Cut Bezel Diamond Eternity Ring (2.85ct. tw.),7780.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Bezel-Diamond-Eternity-Ring-(2.85ct.-tw.)/29432,Diamond,,SI1,G-H,2.85,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald-Cut Diamond Scalloped Band (2.40 ct. tw.),7280.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-Scalloped-Band-(2.40-ct.-tw.)/30831,Diamond,,VS1,G-H,2.4,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Leona 9 Stone Shared Prong Anniversary Band,6860.0,https://www.rarecarat.com/wedding-ring/170-Leona-9-Stone-Shared-Prong-Anniversary-Band/23055,Diamond,,SI1,G,2.25,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Round Bezel Diamond Eternity Ring (3.90ct. tw.),12750.0,https://www.rarecarat.com/wedding-ring/55-Round-Bezel-Diamond-Eternity-Ring-(3.90ct.-tw.)/29373,Diamond,,SI1,G-H,3.9,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Classic Five-Stone Round Diamond Band (2.00ct. tw.),7900.0,https://www.rarecarat.com/wedding-ring/55-Classic-Five-Stone-Round-Diamond-Band-(2.00ct.-tw.)/31296,Diamond,,SI1,G-H,2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic Round Diamond Eternity Band (4.20ct. tw.),13760.0,https://www.rarecarat.com/wedding-ring/55-Classic-Round-Diamond-Eternity-Band-(4.20ct.-tw.)/28904,Diamond,,SI1,G-H,4.2,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond Eternity Ring (3.0 ct. tw.),6970.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-Eternity-Ring-(3.0-ct.-tw.)/28239,Diamond,,SI1,G-H,2.96,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Princess Cut Diamond Eternity Ring (3.0 ct. tw.),6910.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-Eternity-Ring-(3.0-ct.-tw.)/28542,Diamond,,SI1,G-H,3.06,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Radiant Cut Diamond 5 Stone Ring (2.50 ct. tw.),11380.0,https://www.rarecarat.com/wedding-ring/55-Radiant-Cut-Diamond-5-Stone-Ring-(2.50-ct.-tw.)/27991,Diamond,,SI1,G-H,2.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 5 Stone Ring (2.50 ct. tw.),12380.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-5-Stone-Ring-(2.50-ct.-tw.)/31161,Diamond,,SI1,G-H,2.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond Eternity Ring (4.0 ct. tw.),10380.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-Eternity-Ring-(4.0-ct.-tw.)/27673,Diamond,,SI1,G-H,4.12,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Cushion Cut Diamond 7 Stone Ring (3.50 ct. tw.),14680.0,https://www.rarecarat.com/wedding-ring/55-Cushion-Cut-Diamond-7-Stone-Ring-(3.50-ct.-tw.)/28068,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
East-West Emerald-Cut Bezel Diamond Eternity Ring (4.00ct. tw.),13530.0,https://www.rarecarat.com/wedding-ring/55-East-West-Emerald-Cut-Bezel-Diamond-Eternity-Ring-(4.00ct.-tw.)/29465,Diamond,,SI1,G-H,3.97,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Asscher Cut Diamond 7 Stone Ring (3.50 ct. tw.),15920.0,https://www.rarecarat.com/wedding-ring/55-Asscher-Cut-Diamond-7-Stone-Ring-(3.50-ct.-tw.)/27620,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Aviana 5 Stone Shared Prong Anniversary Band,8350.0,https://www.rarecarat.com/wedding-ring/170-Aviana-5-Stone-Shared-Prong-Anniversary-Band/23083,Diamond,,SI1,G,2.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Princess Cut Diamond 7 Stone Ring (3.50 ct. tw.),14680.0,https://www.rarecarat.com/wedding-ring/55-Princess-Cut-Diamond-7-Stone-Ring-(3.50-ct.-tw.)/28623,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Oval Cut Diamond 7 Stone Ring (3.50 ct. tw.),15300.0,https://www.rarecarat.com/wedding-ring/55-Oval-Cut-Diamond-7-Stone-Ring-(3.50-ct.-tw.)/27868,Diamond,,SI1,G-H,3.5,White Gold,,14K,3.0 to 9.0,Ring,rarecarat
Emerald Cut Diamond 7 Stone Ring (3.50 ct. tw.),15260.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Cut-Diamond-7-Stone-Ring-(3.50-ct.-tw.)/27328,Diamond,,VS1,G-H,3.5,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Crux Diamond Band,1490.0,https://www.rarecarat.com/wedding-ring/54-Crux-Diamond-Band/26008,Diamond,,VS1,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Elise Pave Band,1500.0,https://www.rarecarat.com/wedding-ring/54-Elise-Pave-Band/29603,Diamond,,VS1,G-H,0.43,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sariah Vintage Band,1370.0,https://www.rarecarat.com/wedding-ring/182-Sariah-Vintage-Band/29101,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Neela Band,1380.0,https://www.rarecarat.com/wedding-ring/182-Neela-Band/4564,Diamond,Round,SI1-SI2,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Elea Band,1330.0,https://www.rarecarat.com/wedding-ring/182-Elea-Band/3707,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Nika Band,2550.0,https://www.rarecarat.com/wedding-ring/182-Nika-Band/3949,Diamond,Round,SI1-SI2,G-H,0.41,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Chiara Diamond V-Band,2160.0,https://www.rarecarat.com/wedding-ring/53-Chiara-Diamond-V-Band/24951,Diamond,,SI1,F-G,1.06,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Fleur Band,2360.0,https://www.rarecarat.com/wedding-ring/182-Fleur-Band/3849,Diamond,Round,SI1-SI2,G-H,0.75,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Zyla Band,3950.0,https://www.rarecarat.com/wedding-ring/182-Zyla-Band/29282,Diamond,Round,SI1-SI2,G-H,1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Tatiana Band,1600.0,https://www.rarecarat.com/wedding-ring/182-Tatiana-Band/29222,Diamond,Round,SI1-SI2,G-H,0.16,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Hape Band,1660.0,https://www.rarecarat.com/wedding-ring/182-Hape-Band/4313,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Eve Pave Band,1320.0,https://www.rarecarat.com/wedding-ring/170-Eve-Pave-Band/24378,Diamond,,SI1,G,0.36,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Sheila Band,1460.0,https://www.rarecarat.com/wedding-ring/182-Sheila-Band/29059,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Elsbeth Band,1170.0,https://www.rarecarat.com/wedding-ring/182-Elsbeth-Band/3896,Diamond,Round,SI1-SI2,G-H,0.1,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Amorette Vintage Band,1320.0,https://www.rarecarat.com/wedding-ring/182-Amorette-Vintage-Band/29906,Diamond,Round,SI1-SI2,G-H,0.05,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Lennox High Polished Band,1550.0,https://www.rarecarat.com/wedding-ring/53-Lennox-High-Polished-Band/22907,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Cici Pavé Band,1170.0,https://www.rarecarat.com/wedding-ring/56-Cici-Pavé-Band/30946,Diamond,,SI1,G-H,0.54,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Rhya Band,1390.0,https://www.rarecarat.com/wedding-ring/182-Rhya-Band/29034,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Lyra Pave Band,1620.0,https://www.rarecarat.com/wedding-ring/170-Lyra-Pave-Band/24426,Diamond,,SI1,G,0.5,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Madison Band,1340.0,https://www.rarecarat.com/wedding-ring/182-Madison-Band/4754,Diamond,Round,SI1-SI2,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Alice Pavé Diamond Wedding Band,1320.0,https://www.rarecarat.com/wedding-ring/182-Alice-Pavé-Diamond-Wedding-Band/22450,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Maddison Band,1240.0,https://www.rarecarat.com/wedding-ring/182-Maddison-Band/4320,Diamond,Round,SI1-SI2,G-H,0.12,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Martina Diamond V-Band,1680.0,https://www.rarecarat.com/wedding-ring/53-Martina-Diamond-V-Band/24944,Diamond,,SI1,F-G,0.56,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Vivienne Pave Band,1330.0,https://www.rarecarat.com/wedding-ring/170-Vivienne-Pave-Band/20404,Diamond,,SI1,G,0.3,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
Daffodil Band,1340.0,https://www.rarecarat.com/wedding-ring/182-Daffodil-Band/7322,Diamond,Round,SI1-SI2,G-H,0.33,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Elle Pave Band,1580.0,https://www.rarecarat.com/wedding-ring/170-Elle-Pave-Band/20518,Diamond,,SI1,G,0.46,White Gold,,14K,3.0 to 12.0,Ring,rarecarat
East-West Oval Diamond Bezel Band,2740.0,https://www.rarecarat.com/wedding-ring/57-East-West-Oval-Diamond-Bezel-Band/32501,Diamond,,SI2,G-H,0.7,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sala Diamond Band,2330.0,https://www.rarecarat.com/wedding-ring/54-Sala-Diamond-Band/35935,Diamond,,VS1,G-H,0.17,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Dual Harmony Emerald and Diamond Eternity Band,2070.0,https://www.rarecarat.com/wedding-ring/55-Dual-Harmony-Emerald-and-Diamond-Eternity-Band/36277,Diamond,,SI1,G-H,0.22,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Matae Round And Marquise Diamond Curved Band,2960.0,https://www.rarecarat.com/wedding-ring/55-Matae-Round-And-Marquise-Diamond-Curved-Band/36043,Diamond,,SI1,G-H,0.71,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Lavelle Diamond Band,1980.0,https://www.rarecarat.com/wedding-ring/56-Lavelle-Diamond-Band/36415,Diamond,,SI1,G-H,0.77,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Arden Baguette Inset Band,2510.0,https://www.rarecarat.com/wedding-ring/56-Arden-Baguette-Inset-Band/36433,Diamond,,SI1,G-H,0.46,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Vinetta Marquise Band,1380.0,https://www.rarecarat.com/wedding-ring/55-Vinetta-Marquise-Band/36227,Diamond,,SI1,G-H,0.2,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sapphire Emerald-Cut Bezel Set Eternity Ring,4790.0,https://www.rarecarat.com/wedding-ring/55-Sapphire-Emerald-Cut-Bezel-Set-Eternity-Ring/36193,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Faye Diamond Curved Band,1900.0,https://www.rarecarat.com/wedding-ring/54-Faye-Diamond-Curved-Band/35956,Diamond,,VS1,G-H,0.46,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Emerald Pavé Eternity Band,1920.0,https://www.rarecarat.com/wedding-ring/55-Emerald-Pavé-Eternity-Band/36158,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Bellora Baguette Band,2060.0,https://www.rarecarat.com/wedding-ring/55-Bellora-Baguette-Band/36119,Diamond,,SI1,G-H,0.34,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Emerald and Diamond Pavé Eternity Band,2070.0,https://www.rarecarat.com/wedding-ring/55-Emerald-and-Diamond-Pavé-Eternity-Band/36258,Diamond,,SI1,G-H,0.22,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Abbe Diamond Band,2070.0,https://www.rarecarat.com/wedding-ring/54-Abbe-Diamond-Band/35965,Diamond,,VS1,G-H,0.9,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Sano Diamond Band,2440.0,https://www.rarecarat.com/wedding-ring/54-Sano-Diamond-Band/35954,Diamond,,VS1,G-H,0.72,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Veraison Marquise Band,2630.0,https://www.rarecarat.com/wedding-ring/55-Veraison-Marquise-Band/36055,Diamond,,SI1,G-H,0.45,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Vibrant Green Emerald-Cut Bezel Set Eternity Band,8700.0,https://www.rarecarat.com/wedding-ring/55-Vibrant-Green-Emerald-Cut-Bezel-Set-Eternity-Band/36179,Diamond,,,,,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
Classic Emerald-Cut Emerald and Diamond Eternity Ring,13880.0,https://www.rarecarat.com/wedding-ring/55-Classic-Emerald-Cut-Emerald-and-Diamond-Eternity-Ring/36209,Diamond,,SI1,G-H,0.25,White Gold,,14K,3.0 to 10.0,Ring,rarecarat
